"country","city","type","canonical","osm","current_russian","current_english","needs_russian","needs_english","translation_russian","translation_english","review_status"
"KG","osh","street","Геодезическая улица","way:160702820","Геодезическая улица","","","yes","ул. Геодезическая","Geodezicheskaya St.","accepted"
"KG","osh","street","Гоголь көчөсү","way:70854976","Гоголь көчөсү","","","yes","ул. Гоголь","Gogol St.","accepted"
"KG","osh","street","Голосова улица","way:70949235","Голосова улица","","","yes","ул. Голосова","Golosova St.","accepted"
"KG","osh","street","Горький көчөсү","way:70904803","Горький көчөсү","","","yes","ул. Горький","Gorkiy St.","accepted"
"KG","osh","street","Грибоедов көчөсү","way:70904808","Грибоедов көчөсү","","","yes","ул. Грибоедов","Griboedov St.","accepted"
"KG","osh","street","Гулистанская улица","way:1521343005;way:1521343006","Гулистанская улица","","","yes","ул. Гулистанская","Gulistanskaya St.","accepted"
"KG","osh","street","Гульзар улица","way:71054527","Гульзар улица","","","yes","ул. Гульзар","Gulzar St.","accepted"
"KG","osh","street","Гульнары улица","way:71054531","Гульнары улица","","","yes","ул. Гульнары","Gulnary St.","accepted"
"KG","osh","street","Гуляма улица","way:415867114","Гуляма улица","","","yes","ул. Гуляма","Gulyama St.","accepted"
"KG","osh","street","Гүлстан көчөсү","way:71461670","Гүлстан көчөсү","","","yes","ул. Гүлстан","Gulstan St.","accepted"
"KG","osh","street","Депутатская улица","way:70853397","Депутатская улица","","","yes","ул. Депутатская","Deputatskaya St.","accepted"
"KG","osh","street","Джамбульская улица","way:70910238","Джамбульская улица","","","yes","ул. Джамбульская","Dzhambulskaya St.","accepted"
"KG","osh","street","Джим улица","way:71035830","Джим улица","","","yes","ул. Джим","Dzhim St.","accepted"
"KG","osh","street","Джупас улица","way:70949264","Джупас улица","","","yes","ул. Джупас","Dzhupas St.","accepted"
"KG","osh","street","Дзержинский көчөсү","way:448916342;way:70904778","Дзержинский көчөсү","","","yes","ул. Дзержинский","Dzerzhinskiy St.","accepted"
"KG","osh","street","Дон көчөсү","way:1361469105;way:71461240","Дон көчөсү | Дон улица","","","yes","ул. Дон","Don St.","accepted"
"KG","osh","street","Донская көчөсү","way:70949289;way:71461544","Донская көчөсү | Донская улица","","","yes","ул. Донская","Donskaya St.","accepted"
"KG","osh","street","Доң көчөсү","way:674767797;way:70949258","Донг улица | Доң көчөсү","","","yes","ул. Донг | ул. Доң","Dong St.","accepted"
"KG","osh","street","Дооронбек Садырбаев көчөсү","way:63746721","Дооронбек Садырбаев көчөсү | Улица Дооронбека Садырбаева","","","yes","ул. Дооронбек Садырбаев | ул. Дооронбека Садырбаева","Dooronbek Sadyrbaev St. | Dooronbeka Sadyrbaeva St.","accepted"
"KG","osh","street","Достук көчөсү","way:71076035","Достук көчөсү | Улица Достук","","","yes","ул. Достук","Dostuk St.","accepted"
"KG","osh","street","Дөң-Көчө көчөсү","way:70949273;way:70949281","Донг-Кочо улица | Дөң-Көчө көчөсү","","","yes","ул. Донг-Кочо | ул. Дөң-Көчө","Dong-Kocho St.","accepted"
"KG","osh","street","Дружбы улица","way:167218851;way:448298039","Дружбы улица","","","yes","ул. Дружбы","Druzhby St.","accepted"
"KG","osh","street","Жалал-Абад көчөсү","way:70904786","Жалал-Абад көчөсү","","","yes","ул. Жалал-Абад","Zhalal-Abad St.","accepted"
"KG","osh","street","Жалалабадская улица","way:448925143;way:71142705;way:71142714","Жалалабадская улица","","","yes","ул. Жалалабадская","Zhalalabadskaya St.","accepted"
"KG","osh","street","Жантошева улица","way:177433579","Жантошева улица","","","yes","ул. Жантошева","Zhantosheva St.","accepted"
"KG","osh","street","жаны чек","way:461590071;way:536808408","жаны чек","","","yes","жаны чек","zhany chek","accepted"
"KG","osh","street","Жаркынбаева улица","way:177432240","Жаркынбаева улица","","","yes","ул. Жаркынбаева","Zharkynbaeva St.","accepted"
"KG","osh","street","Жаштык улица","way:71623648","Жаштык улица","","","yes","ул. Жаштык","Zhashtyk St.","accepted"
"KG","osh","street","Женишбек Бабараимов","way:70935435","Женишбек Бабараимов","","","yes","Женишбек Бабараимов","Zhenishbek Babaraimov","accepted"
"KG","osh","street","Женишбека Шамшиева көчөсү","way:1352834737;way:613209072;way:613209073;way:63284844;way:70904804","Женишбека Шамшиева көчөсү | Женишбека Шамшиева улица","","","yes","ул. Женишбека Шамшиева","Zhenishbeka Shamshieva St.","accepted"
"KG","osh","street","Жеңишбек Шамшиев көчөсү","way:70851885;way:70851898;way:70904807;way:71032600","Женишбека Шамшиева улица | Жеңишбек Шамшиев көчөсү","","","yes","ул. Женишбека Шамшиева | ул. Жеңишбек Шамшиев","Zhenishbeka Shamshieva St. | Zhengishbek Shamshiev St.","accepted"
"KG","osh","street","Жибекчи улица","way:160559233","Жибекчи улица","","","yes","ул. Жибекчи","Zhibekchi St.","accepted"
"KG","osh","street","Жолдошбек Раимбеков","way:452716247;way:732432395;way:732432396","Жолдошбек Раимбеков","","","yes","Жолдошбек Раимбеков","Zholdoshbek Raimbekov","accepted"
"KG","osh","street","Жоробекова улица","way:177432233","Жоробекова улица","","","yes","ул. Жоробекова","Zhorobekova St.","accepted"
"KG","osh","street","Жуковского улица","way:160711346","Жуковского улица","","","yes","ул. Жуковского","Zhukovskogo St.","accepted"
"KG","osh","street","Жумабаева Т. улица","way:70981290","Жумабаева Т. улица","","","yes","ул. Жумабаева Т.","Zhumabaeva T. St.","accepted"
"KG","osh","street","Жунусов көчөсү","way:167218853","Жунусов көчөсү","","","yes","ул. Жунусов","Zhunusov St.","accepted"
"KG","osh","street","Жупас көчөсү","way:70949263;way:70949286;way:70949293","Жупас көчөсү","","","yes","ул. Жупас","Zhupas St.","accepted"
"KG","osh","street","Жусубалиева улица","way:171380531;way:448298153;way:69884822","Жусубалиева улица","","","yes","ул. Жусубалиева","Zhusubalieva St.","accepted"
"KG","osh","street","Загородная улица","way:70949274","Загородная улица","","","yes","ул. Загородная","Zagorodnaya St.","accepted"
"KG","osh","street","Закиров көчөсү","way:70884759;way:70904795;way:70944695","Закиров көчөсү","","","yes","ул. Закиров","Zakirov St.","accepted"
"KG","osh","street","Иле тар көчөсү","way:70904753;way:70904756","Иле тар көчөсү","","","yes","ул. Иле тар","Ile tar St.","accepted"
"KG","osh","street","Имам-Ата көчөсү","way:1547597395;way:448925142;way:71145091","Имам-Ата көчөсү | Имам-Ата улица","","","yes","ул. Имам-Ата","Imam-Ata St.","accepted"
"KG","osh","street","Имам-Ата улица","way:1547597393;way:71141168","Имам-Ата улица","","","yes","ул. Имам-Ата","Imam-Ata St.","accepted"
"KG","osh","street","Инам Саидов көчөсү","way:264181975;way:403258710;way:403258711;way:70986935","Инам Саидов көчөсү | Переулок Инама Саидова | Улица Инама Саидова","","","yes","ул. Инам Саидов | пер. Инама Саидова | ул. Инама Саидова","Inam Saidov St. | Inama Saidova Ln. | Inama Saidova St.","accepted"
"KG","osh","street","Инам Саидов тар көчөсү","way:71076040;way:71076061","Инам Саидов тар көчөсү | Переулок Инама Саидова","","","yes","ул. Инам Саидов тар | пер. Инама Саидова","Inam Saidov tar St. | Inama Saidova Ln.","accepted"
"KG","osh","street","Исабаева улица","way:415873112;way:71050937","Исабаева улица","","","yes","ул. Исабаева","Isabaeva St.","accepted"
"KG","osh","street","Исламова улица","way:70850196","Исламова улица","","","yes","ул. Исламова","Islamova St.","accepted"
"KG","osh","street","Ишматова улица","way:160559229;way:160560255;way:160621204;way:160721626;way:178251280;way:178839155;way:692084492","Ишматова улица","","","yes","ул. Ишматова","Ishmatova St.","accepted"
"KG","osh","street","К.Сабирова улица","way:70850806","К.Сабирова улица","","","yes","ул. К.Сабирова","K.Sabirova St.","accepted"
"KG","osh","street","Кадырова улица","way:70906693","Кадырова улица","","","yes","ул. Кадырова","Kadyrova St.","accepted"
"KG","osh","street","Казыева улица","way:448298155","Казыева улица","","","yes","ул. Казыева","Kazyeva St.","accepted"
"KG","osh","street","Калматова улица","way:70930958","Калматова улица","","","yes","ул. Калматова","Kalmatova St.","accepted"
"KG","osh","street","Камалова улица","way:71141163;way:71871539","Камалова улица","","","yes","ул. Камалова","Kamalova St.","accepted"
"KG","osh","street","Канатбека Кулмаматова көчөсү","way:1359831214;way:1535813568;way:70951559;way:70951589","Канатбека Кулмаматова көчөсү | Улица Канатбека Кулмаматова","","","yes","ул. Канатбека Кулмаматова","Kanatbeka Kulmamatova St.","accepted"
"KG","osh","street","Кантская улица","way:70910220","Кантская улица","","","yes","ул. Кантская","Kantskaya St.","accepted"
"KG","osh","street","Карасуйская улица","way:1357836020;way:1357836021;way:480018018;way:71532776;way:71532780","Карасуйская улица","","","yes","ул. Карасуйская","Karasuyskaya St.","accepted"
"KG","osh","street","Каратайская улица","way:70910212","Каратайская улица","","","yes","ул. Каратайская","Karatayskaya St.","accepted"
"KG","osh","street","Каратайский переулок","way:70910210","Каратайский переулок","","","yes","пер. Каратайский","Karatayskiy Ln.","accepted"
"KG","osh","street","Каримбердиев көчөсү","way:70850203","Каримбердиев көчөсү","","","yes","ул. Каримбердиев","Karimberdiev St.","accepted"
"KG","osh","street","Каримова","way:187636072;way:263470775;way:263470777;way:448298158;way:448298160","Каримова","","","yes","Каримова","Karimova","accepted"
"KG","osh","street","Каримова улица","way:187636067;way:187636075;way:187636077;way:256407905;way:263470770;way:263470771;way:263470774;way:415873114;way:448298161","Каримова улица","","","yes","ул. Каримова","Karimova St.","accepted"
"KG","osh","street","Касымалиева улица","way:70930954","Касымалиева улица","","","yes","ул. Касымалиева","Kasymalieva St.","accepted"
"KG","osh","street","Касымов көчөсү","way:430196497;way:71184873","Касымов көчөсү","","","yes","ул. Касымов","Kasymov St.","accepted"
"KG","osh","street","Киевская","way:71298452","Киевская","","","yes","Киевская","Kievskaya","accepted"
"KG","osh","street","Киевская улица","way:63743115;way:70949305","Киевская улица","","","yes","ул. Киевская","Kievskaya St.","accepted"
"KG","osh","street","Киргизская улица","way:70850798","Киргизская улица","","","yes","ул. Киргизская","Kirgizskaya St.","accepted"
"KG","osh","street","Киргизский переулок","way:70949288","Киргизский переулок","","","yes","пер. Киргизский","Kirgizskiy Ln.","accepted"
"KG","osh","street","Козубаев көчөсү","way:70949436","Козубаев көчөсү","","","yes","ул. Козубаев","Kozubaev St.","accepted"
"KG","osh","street","Кок-Сайская улица","way:160702819","Кок-Сайская улица","","","yes","ул. Кок-Сайская","Kok-Sayskaya St.","accepted"
"KG","osh","street","Кокбельская улица","way:70949172","Кокбельская улица","","","yes","ул. Кокбельская","Kokbelskaya St.","accepted"
"KG","osh","street","Кокум Бий улица","way:71075823;way:972203232;way:972203233;way:972203234","Кокум Бий улица | Кокум-Бий улица","","","yes","ул. Кокум Бий | ул. Кокум-Бий","Kokum Biy St. | Kokum-Biy St.","accepted"
"KG","osh","street","Кол-Өнөрчүлөр көчөсү","way:212632132","Алебастрова улица | Кол-Өнөрчүлөр көчөсү","","","yes","ул. Алебастрова | ул. Кол-Өнөрчүлөр","Alebastrova St. | Kol-Onorchulor St.","accepted"
"KG","osh","street","Коллективная улица","way:1537092692;way:70948959","Коллективная улица","","","yes","ул. Коллективная","Kollektivnaya St.","accepted"
"KG","osh","street","Колхозный переулок","way:70994649","Колхозный переулок","","","yes","пер. Колхозный","Kolkhoznyy Ln.","accepted"
"KG","osh","street","Кольцов көчөсү","way:70884751","Кольцов көчөсү","","","yes","ул. Кольцов","Koltsov St.","accepted"
"KG","osh","street","Коргон Добо улица","way:71036809","Коргон Добо улица","","","yes","ул. Коргон Добо","Korgon Dobo St.","accepted"
"KG","osh","street","Королева улица","way:71054525;way:71055332","Королева улица","","","yes","ул. Королева","Koroleva St.","accepted"
"KG","osh","street","Космодемьянской улица","way:71047577","Космодемьянской улица","","","yes","ул. Космодемьянской","Kosmodemyanskoy St.","accepted"
"KG","osh","street","Космонавтов улица","way:160518109;way:160518112;way:332177939","Космонавтов улица","","","yes","ул. Космонавтов","Kosmonavtov St.","accepted"
"KG","osh","street","Кочкорбай Сабиров","way:70850781;way:70850799;way:70850800;way:70935418","Кочкорбай Сабиров","","","yes","Кочкорбай Сабиров","Kochkorbay Sabirov","accepted"
"KG","osh","street","Кочкорбая Сабирова","way:70850764","Кочкорбая Сабирова","","","yes","Кочкорбая Сабирова","Kochkorbaya Sabirova","accepted"
"KG","osh","street","Кочобаев көчөсү","way:70951558","Кочобаев көчөсү","","","yes","ул. Кочобаев","Kochobaev St.","accepted"
"KG","osh","street","Краснодонцев переулок","way:1536111411","Краснодонцев переулок","","","yes","пер. Краснодонцев","Krasnodontsev Ln.","accepted"
"KG","osh","street","Крупская көчөсү","way:70884749;way:71076036","Крупская көчөсү","","","yes","ул. Крупская","Krupskaya St.","accepted"
"KG","osh","street","Крылова улица","way:160516398;way:71050901","Крылова улица","","","yes","ул. Крылова","Krylova St.","accepted"
"KG","osh","street","Кугартская улица","way:70910234","Кугартская улица","","","yes","ул. Кугартская","Kugartskaya St.","accepted"
"KG","osh","street","Куйбышева улица","way:71047574","Куйбышева улица","","","yes","ул. Куйбышева","Kuybysheva St.","accepted"
"KG","osh","street","Кулатова улица","way:74095945","Кулатова улица","","","yes","ул. Кулатова","Kulatova St.","accepted"
"KG","osh","street","Кулигов көчөсү","way:71071599;way:71071604","Кулигов көчөсү | Улица Кулигова","","","yes","ул. Кулигов | ул. Кулигова","Kuligov St. | Kuligova St.","accepted"
"KG","osh","street","Кулматова К. улица","way:160705976;way:253534569","Кулматова К. улица","","","yes","ул. Кулматова К.","Kulmatova K. St.","accepted"
"KG","osh","street","Кулова көчөсү","way:64445908","Кулова көчөсү","","","yes","ул. Кулова","Kulova St.","accepted"
"KG","osh","street","Культурная улица","way:71141164","Культурная улица","","","yes","ул. Культурная","Kulturnaya St.","accepted"
"KG","osh","street","Курбанова М. улица","way:160518098","Курбанова М. улица","","","yes","ул. Курбанова М.","Kurbanova M. St.","accepted"
"KG","osh","street","Курбанова улица","way:71047562","Курбанова улица","","","yes","ул. Курбанова","Kurbanova St.","accepted"
"KG","osh","street","Куренкеева улица","way:63268113","Куренкеева улица","","","yes","ул. Куренкеева","Kurenkeeva St.","accepted"
"KG","osh","street","Курманжан-Датка улица","way:177433602","Курманжан-Датка улица","","","yes","ул. Курманжан-Датка","Kurmanzhan-Datka St.","accepted"
"KG","osh","street","Курчатов көчөсү","way:71056891;way:71513488","Курчатов көчөсү","","","yes","ул. Курчатов","Kurchatov St.","accepted"
"KG","osh","street","Курчатова переулок","way:71513483","Курчатова переулок","","","yes","пер. Курчатова","Kurchatova Ln.","accepted"
"KG","osh","street","Курченко улица","way:70948948","Курченко улица","","","yes","ул. Курченко","Kurchenko St.","accepted"
"KG","osh","street","Куцемилова улица","way:160702827","Куцемилова улица","","","yes","ул. Куцемилова","Kutsemilova St.","accepted"
"KG","osh","street","Кызыл-Аскерская улица","way:70985263","Кызыл-Аскерская улица","","","yes","ул. Кызыл-Аскерская","Kyzyl-Askerskaya St.","accepted"
"KG","osh","street","Ладовского улица","way:448298068;way:70949242","Ладовского улица","","","yes","ул. Ладовского","Ladovskogo St.","accepted"
"KG","osh","street","Лайлихон Маидова көчөсү","way:70949260;way:70949291;way:70949309;way:70949319","Лайлихон Маидова көчөсү | Лайлихон Маидова улица","","","yes","ул. Лайлихон Маидова","Laylikhon Maidova St.","accepted"
"KG","osh","street","Латибажанова улица","way:71050914;way:71054526;way:71054529","Латибажанова улица","","","yes","ул. Латибажанова","Latibazhanova St.","accepted"
"KG","osh","street","Латибджанова көчөсү","way:448325312","Латибджанова көчөсү | Латибджанова улица","","","yes","ул. Латибджанова","Latibdzhanova St.","accepted"
"KG","osh","street","Лев Толстой көчөсү","way:70852938","Лев Толстой көчөсү","","","yes","ул. Лев Толстой","Lev Tolstoy St.","accepted"
"KG","osh","street","Леонидова улица","way:70910236","Леонидова улица","","","yes","ул. Леонидова","Leonidova St.","accepted"
"KG","osh","street","Лесная улица","way:71076063","Лесная улица","","","yes","ул. Лесная","Lesnaya St.","accepted"
"KG","osh","street","Лянгар улица","way:70948954","Лянгар улица","","","yes","ул. Лянгар","Lyangar St.","accepted"
"KG","osh","street","М. Мадумарова","way:70994651;way:70994653","М. Мадумарова","","","yes","М. Мадумарова","M. Madumarova","accepted"
"KG","osh","street","Мавлянова улица","way:70949287","Мавлянова улица","","","yes","ул. Мавлянова","Mavlyanova St.","accepted"
"KG","osh","street","Маджеримтал улица","way:439543241;way:70883414","Маджеримтал улица","","","yes","ул. Маджеримтал","Madzherimtal St.","accepted"
"KG","osh","street","Мадумарова М. улица","way:70994652;way:70994740;way:70994741;way:71871509","Мадумарова М. улица","","","yes","ул. Мадумарова М.","Madumarova M. St.","accepted"
"KG","osh","street","Мадынская улица","way:70948949","Мадынская улица","","","yes","ул. Мадынская","Madynskaya St.","accepted"
"KG","osh","street","Макаренко көчөсү","way:70884767;way:71076050","Макаренко көчөсү","","","yes","ул. Макаренко","Makarenko St.","accepted"
"KG","osh","street","Малабеков","way:187357893","Малабеков","","","yes","Малабеков","Malabekov","accepted"
"KG","osh","street","Малабекова улица","way:1056957331;way:1056957336;way:177433596","Малабекова улица","","","yes","ул. Малабекова","Malabekova St.","accepted"
"KG","osh","street","Малахон Хашимов","way:70850782","Малахон Хашимов","","","yes","Малахон Хашимов","Malakhon Khashimov","accepted"
"KG","osh","street","Малыбекова улица","way:1056957332;way:448298175","Малыбекова улица","","","yes","ул. Малыбекова","Malybekova St.","accepted"
"KG","osh","street","Мамадалиева улица","way:448325313;way:71050896","Мамадалиева улица","","","yes","ул. Мамадалиева","Mamadalieva St.","accepted"
"KG","osh","street","Мамажан улица","way:71461669","Мамажан улица","","","yes","ул. Мамажан","Mamazhan St.","accepted"
"KG","osh","street","Маматалиев көчөсү","way:70850201","Маматалиев көчөсү","","","yes","ул. Маматалиев","Mamataliev St.","accepted"
"KG","osh","street","Маматеминова улица","way:392662524;way:448298176","Маматеминова улица","","","yes","ул. Маматеминова","Mamateminova St.","accepted"
"KG","osh","street","Маматсаковой көчөсү","way:71043735;way:71043745;way:71043769","Маматсаковой көчөсү | улица Маматсаковой","","","yes","ул. Маматсаковой","Mamatsakovoy St.","accepted"
"KG","osh","street","Мамелов улица","way:70906729","Мамелов улица","","","yes","ул. Мамелов","Mamelov St.","accepted"
"KG","osh","street","Мамытова улица","way:71055328","Мамытова улица","","","yes","ул. Мамытова","Mamytova St.","accepted"
"KG","osh","street","Манаса улица","way:71050906;way:71050924;way:71050933;way:71054533","Манаса улица","","","yes","ул. Манаса","Manasa St.","accepted"
"KG","osh","street","Маруфш улица","way:70906730","Маруфш улица","","","yes","ул. Маруфш","Marufsh St.","accepted"
"KG","osh","street","Маткаримова 1 улица","way:70949469;way:70949473","Маткаримова 1 улица","","","yes","1-я ул. Маткаримова","Matkarimova 1 St.","accepted"
"KG","osh","street","Маткаримова 2 улица","way:70949463;way:70949471","Маткаримова 2 улица","","","yes","2-я ул. Маткаримова","Matkarimova 2 St.","accepted"
"KG","osh","street","Маткурбинов улица","way:70906720","Маткурбинов улица","","","yes","ул. Маткурбинов","Matkurbinov St.","accepted"
"KG","osh","street","Матросова улица","way:70985252","Матросова улица","","","yes","ул. Матросова","Matrosova St.","accepted"
"KG","osh","street","Маяковский көчөсү","way:70945540","Маяковский көчөсү","","","yes","ул. Маяковский","Mayakovskiy St.","accepted"
"KG","osh","street","Мельникова улица","way:70908986;way:70949231","Мельникова улица","","","yes","ул. Мельникова","Melnikova St.","accepted"
"KG","osh","street","Мехнат улица","way:71127926","Мехнат улица","","","yes","ул. Мехнат","Mekhnat St.","accepted"
"KG","osh","street","Мира улица","way:1535734455;way:1535734457;way:1535734458;way:71035826","Мира улица","","","yes","ул. Мира","Mira St.","accepted"
"KG","osh","street","Мирзаматова улица","way:71871408","Мирзаматова улица","","","yes","ул. Мирзаматова","Mirzamatova St.","accepted"
"KG","osh","street","Мирсаатова улица","way:71185091;way:71185098","Мирсаатова улица","","","yes","ул. Мирсаатова","Mirsaatova St.","accepted"
"KG","osh","street","Михаила Калинина көчөсү","way:71145095;way:71145098;way:71145102;way:71145103;way:71871392","Михаила Калинина көчөсү | Михаила Калинина улица","","","yes","ул. Михаила Калинина","Mikhaila Kalinina St.","accepted"
"KG","osh","street","Мичурин көчөсү","way:1168164707;way:70852939","Мичурин көчөсү","","","yes","ул. Мичурин","Michurin St.","accepted"
"KG","osh","street","Мияшев көчөсү","way:71032593","Мияшев көчөсү","","","yes","ул. Мияшев","Miyashev St.","accepted"
"KG","osh","street","Молдо Нияз көчөсү","way:1168164706;way:1308410907;way:70904780;way:70944700;way:71056897;way:71076033;way:71076453","Молдо Нияз көчөсү | Молдо Нияза улица | Молдониязова улица","","","yes","ул. Молдо Нияз | ул. Молдо Нияза | ул. Молдониязова","Moldo Niyaz St. | Moldo Niyaza St. | Moldoniyazova St.","accepted"
"KG","osh","street","Молдо Нияза көчөсү","way:1360869745;way:71056893","Молдо Нияза көчөсү | Молдо Нияза улица","","","yes","ул. Молдо Нияза","Moldo Niyaza St.","accepted"
"KG","osh","street","Молодёжная улица","way:448297941;way:448298066;way:448298094","Жаштар көчө | Молодежная улица | Молодёжная улица","","","yes","ул. Жаштар | ул. Молодежная | ул. Молодёжная","Zhashtar St. | Molodezhnaya St. | Molodyozhnaya St.","accepted"
"KG","osh","street","Москва көчөсү","way:70853402","Москва көчөсү","","","yes","ул. Москва","Moskva St.","accepted"
"KG","osh","street","Мукумий көчөсү","way:70949296;way:70949302;way:70949315;way:71069529;way:71069530;way:71069531","Мукумий көчөсү | Мукумий улица","","","yes","ул. Мукумий","Mukumiy St.","accepted"
"KG","osh","street","Мурадиложона Мадумарова","way:70981289","Мурадиложона Мадумарова","","","yes","Мурадиложона Мадумарова","Muradilozhona Madumarova","accepted"
"KG","osh","street","Муратова улица","way:177433578;way:448298177;way:540122814","Муратова улица","","","yes","ул. Муратова","Muratova St.","accepted"
"KG","osh","street","Мурзабек Алымбеков көчөсү","way:70852942","Мурзабек Алымбеков көчөсү","","","yes","ул. Мурзабек Алымбеков","Murzabek Alymbekov St.","accepted"
"KG","osh","street","Мусы Джалиля улица","way:160565772;way:71050917;way:71054519","Мусы Джалиля улица","","","yes","ул. Мусы Джалиля","Musy Dzhalilya St.","accepted"
"KG","osh","street","Мушкетова улица","way:448325315;way:71515949","Мушкетова улица","","","yes","ул. Мушкетова","Mushketova St.","accepted"
"KG","osh","street","Мырзажанов көчөсү","way:70850192","Мырзажанов көчөсү","","","yes","ул. Мырзажанов","Myrzazhanov St.","accepted"
"KG","osh","street","Мырзакеримов көчөсү","way:70850184","Мырзакеримов көчөсү","","","yes","ул. Мырзакеримов","Myrzakerimov St.","accepted"
"KG","osh","street","Мырзалы Аматов көчөсү","way:175843382;way:63311770","Мырзалы Аматов көчөсү | улица Мырзалы Аматова","","","yes","ул. Мырзалы Аматов | ул. Мырзалы Аматова","Myrzaly Amatov St. | Myrzaly Amatova St.","accepted"
"KG","osh","street","Набережная улица","way:70952026;way:71046755;way:71055333","Набережная улица","","","yes","ул. наб.","Naberezhnaya St.","accepted"
"KG","osh","street","Набиева улица","way:71050922","Набиева улица","","","yes","ул. Набиева","Nabieva St.","accepted"
"KG","osh","street","Навбахор улица","way:160711383;way:160711393","Навбахор улица","","","yes","ул. Навбахор","Navbakhor St.","accepted"
"KG","osh","street","Навои улица","way:160711379","Навои улица","","","yes","ул. Навои","Navoi St.","accepted"
"KG","osh","street","Назаралиев","way:187636078","Назаралиев","","","yes","Назаралиев","Nazaraliev","accepted"
"KG","osh","street","Найманская улица","way:70948964","Найманская улица","","","yes","ул. Найманская","Naymanskaya St.","accepted"
"KG","osh","street","Намуна тар көчөсү","way:70944696","Намуна тар көчөсү","","","yes","ул. Намуна тар","Namuna tar St.","accepted"
"KG","osh","street","Нариман улица","way:1550271100","Нариман улица","","","yes","ул. Нариман","Nariman St.","accepted"
"KG","osh","street","Наримана улица","way:1369164935","Наримана улица","","","yes","ул. Наримана","Narimana St.","accepted"
"KG","osh","street","Нарын көчөсү","way:70884756","Нарын көчөсү","","","yes","ул. Нарын","Naryn St.","accepted"
"KG","osh","street","Насирдин Байтемиров көчөсү","way:264182225;way:70944698","Байтемирова улица | Насирдин Байтемиров көчөсү","","","yes","ул. Байтемирова | ул. Насирдин Байтемиров","Baytemirova St. | Nasirdin Baytemirov St.","accepted"
"KG","osh","street","Насиридин Исанов","way:545391188","Насиридин Исанов","","","yes","Насиридин Исанов","Nasiridin Isanov","accepted"
"KG","osh","street","Нематжона Нематова көчөсү","way:69882564","Нематжона Нематова көчөсү | Нематжона Нематова улица","","","yes","ул. Нематжона Нематова","Nematzhona Nematova St.","accepted"
"KG","osh","street","Новая Красно-Дехканска көчөсү","way:70978492;way:71461042","Новая Красно-Дехканска көчөсү | Новая Красно-Дехканская улица","","","yes","ул. Новая Красно-Дехканска | ул. Новая Красно-Дехканская","Novaya Krasno-Dekhkanska St. | Novaya Krasno-Dekhkanskaya St.","accepted"
"KG","osh","street","Ново Тельмана көчөсү","way:1550269142","Ново Тельмана көчөсү | Ново Тельмана улица","","","yes","ул. Ново Тельмана","Novo Telmana St.","accepted"
"KG","osh","street","Новруз улица","way:70906715","Новруз улица","","","yes","ул. Новруз","Novruz St.","accepted"
"KG","osh","street","Нурматова улица","way:1359830172;way:70951549","Нурматова улица","","","yes","ул. Нурматова","Nurmatova St.","accepted"
"KG","osh","street","Обзорный переулок","way:160711334","Обзорный переулок","","","yes","пер. Обзорный","Obzornyy Ln.","accepted"
"KG","osh","street","Олимпийская улица","way:160702822;way:160711325","Олимпийская улица","","","yes","ул. Олимпийская","Olimpiyskaya St.","accepted"
"KG","osh","street","Орджоникидзе улица","way:160518105","Орджоникидзе улица","","","yes","ул. Орджоникидзе","Ordzhonikidze St.","accepted"
"KG","osh","street","Орозбек Акимбаев көчөсү","way:415854477","Орозбек Акимбаев көчөсү","","","yes","ул. Орозбек Акимбаев","Orozbek Akimbaev St.","accepted"
"KG","osh","street","Орозбекова улица","way:70909428;way:70909438;way:70909441","Орозбекова улица","","","yes","ул. Орозбекова","Orozbekova St.","accepted"
"KG","osh","street","Осмонбекова көчөсү","way:70918525","Осмонбекова көчөсү | Улица Осмонбекова","","","yes","ул. Осмонбекова","Osmonbekova St.","accepted"
"KG","osh","street","Осмонбекова улица","way:70948961","Осмонбекова улица","","","yes","ул. Осмонбекова","Osmonbekova St.","accepted"
"KG","osh","street","Ош-Араванский тракт","way:256407396","Ош-Араванский тракт","","","yes","Ош-Араванский тр.","Osh-Aravanskiy Hwy.","accepted"
"KG","osh","street","Өзгөн көчөсү","way:1536590130;way:70883471;way:70993467;way:70993468;way:71297890","Өзгөн көчөсү | Узгенская улица","","","yes","ул. Өзгөн | ул. Узгенская","Ozgon St. | Uzgenskaya St.","accepted"
"KG","osh","street","Өмүрзаков көчөсү","way:70850197","Өмүрзаков көчөсү","","","yes","ул. Өмүрзаков","Omurzakov St.","accepted"
"KG","osh","street","Пайзилды Айтмаматова көчөсү","way:448325282;way:448916332;way:70952003","Пайзилды Айтмаматова көчөсү | Улица Пайзилды Айтмаматова","","","yes","ул. Пайзилды Айтмаматова","Payzildy Aytmamatova St.","accepted"
"KG","osh","street","Пайзылда Айтмаматов көчөсү","way:448325262;way:70952009;way:70952027","Пайзылда Айтмаматов көчөсү | Улица Пайзилды Айтмаматова","","","yes","ул. Пайзылда Айтмаматов | ул. Пайзилды Айтмаматова","Payzylda Aytmamatov St. | Payzildy Aytmamatova St.","accepted"
"KG","osh","street","Пайзылда Айтмаматова көчөсү","way:1537092681","Пайзылда Айтмаматова көчөсү | Улица Пайзилды Айтмаматова","","","yes","ул. Пайзылда Айтмаматова | ул. Пайзилды Айтмаматова","Payzylda Aytmamatova St. | Payzildy Aytmamatova St.","accepted"
